"Date","Anger","Anticipation","Disgust","Fear","Joy","Sadness","Surprise","Trust","Negative","Positive","y"
"2012-04-04",13,9,7,18,7,9,3,18,27,20,0
"2012-04-05",18,7,8,23,5,14,3,8,30,22,0
"2012-04-09",13,8,9,16,4,14,6,11,24,15,0
"2012-04-10",8,8,2,12,4,5,2,18,15,16,0
"2012-04-11",17,17,9,21,11,15,7,22,27,25,1
"2012-04-12",19,16,11,27,6,15,5,11,34,22,1
"2012-04-13",11,9,7,16,7,18,5,13,22,19,0
"2012-04-16",22,15,7,24,10,15,8,24,35,30,1
"2012-04-17",9,10,4,20,4,11,6,19,27,25,1
"2012-04-18",13,5,7,17,5,8,3,11,26,12,0
"2012-04-19",14,15,10,24,13,11,6,19,31,27,0
"2012-04-20",11,10,7,17,3,11,2,16,22,18,1
"2012-04-23",11,12,6,10,9,14,9,14,25,20,0
"2012-04-24",9,11,4,15,5,11,5,13,25,20,1
"2012-04-25",16,7,7,13,2,12,7,10,20,9,1
"2012-04-26",13,12,7,22,15,13,6,19,20,25,1
"2012-04-27",17,6,11,24,3,16,6,11,31,16,1
"2012-04-30",13,3,4,12,2,9,3,8,25,11,0
"2012-05-01",9,13,11,16,12,9,8,24,20,27,1
"2012-05-02",12,10,5,14,9,5,5,17,19,21,0
"2012-05-03",13,12,4,17,10,10,8,15,25,26,0
"2012-05-04",17,11,6,20,3,15,7,5,25,20,0
"2012-05-07",15,15,5,15,11,11,10,13,24,24,0
"2012-05-08",14,10,11,15,5,6,7,13,27,23,0
"2012-05-09",8,14,3,11,9,7,5,25,21,29,0
"2012-05-10",20,12,13,28,10,18,7,19,36,23,1
"2012-05-11",17,13,7,21,9,11,6,19,25,33,0
"2012-05-14",21,12,10,21,9,14,9,25,31,28,0
"2012-05-15",15,12,7,23,4,14,5,14,28,16,0
"2012-05-16",14,12,10,22,5,15,4,20,34,26,0
"2012-05-17",17,12,5,16,6,9,8,16,29,26,0
"2012-05-18",7,9,5,14,7,5,5,16,23,29,0
"2012-05-21",24,18,10,37,11,17,13,12,35,26,1
"2012-05-22",15,8,8,18,4,11,5,16,25,18,0
"2012-05-23",12,11,4,22,6,12,4,19,28,23,0
"2012-05-24",8,12,5,17,7,7,3,9,26,21,1
"2012-05-25",13,15,8,19,8,12,7,14,25,26,0
"2012-05-29",14,5,5,22,4,10,3,11,23,16,1
"2012-05-30",8,8,4,13,7,8,3,19,16,28,0
"2012-05-31",9,9,4,15,6,9,5,13,19,14,0
"2012-06-01",15,12,12,23,8,23,10,16,40,22,0
"2012-06-04",12,14,5,17,8,11,5,14,20,24,0
"2012-06-05",15,8,4,18,5,14,3,13,25,26,1
"2012-06-06",23,15,10,26,9,19,6,30,35,28,1
"2012-06-07",11,12,9,15,7,12,7,13,26,14,1
"2012-06-08",14,10,8,20,8,14,6,12,26,22,1
"2012-06-11",14,6,3,20,6,8,4,11,24,16,0
"2012-06-12",9,8,3,14,8,5,5,12,18,14,1
"2012-06-13",10,14,5,18,10,8,8,21,25,30,0
"2012-06-14",5,11,2,13,10,8,7,17,17,22,1
"2012-06-15",12,13,9,15,8,10,4,13,25,17,1
"2012-06-18",14,15,5,17,11,14,10,22,30,38,0
"2012-06-19",12,7,2,19,4,12,10,7,29,12,1
"2012-06-20",24,15,13,30,11,15,5,24,39,31,0
"2012-06-21",23,16,7,32,10,17,6,27,44,35,0
"2012-06-22",14,10,4,19,7,10,5,14,29,23,1
"2012-06-25",7,11,5,15,6,9,1,21,16,18,0
"2012-06-26",13,13,5,27,6,13,8,10,33,12,1
"2012-06-27",12,15,4,17,10,10,6,16,25,22,1
"2012-06-28",10,10,5,17,4,10,2,15,20,23,0
"2012-06-29",12,10,8,27,6,16,5,10,31,22,1
"2012-07-02",13,16,6,22,9,13,5,19,25,24,0
"2012-07-03",14,9,6,16,6,10,4,11,23,19,1
"2012-07-05",8,13,1,13,12,5,5,23,19,28,0
"2012-07-06",9,13,5,16,7,10,6,11,25,24,0
"2012-07-09",18,8,9,21,5,14,4,20,29,28,0
"2012-07-10",12,10,6,15,12,8,5,19,25,17,0
"2012-07-11",17,10,10,25,8,17,6,16,31,22,0
"2012-07-12",11,14,9,21,12,16,5,11,30,31,0
"2012-07-13",15,10,5,18,4,15,6,17,28,19,1
"2012-07-16",19,15,11,27,7,14,9,14,34,18,0
"2012-07-17",19,9,10,21,6,12,5,12,28,19,1
"2012-07-18",11,8,5,16,6,8,3,14,17,19,1
"2012-07-19",12,15,5,21,11,12,7,22,28,25,1
"2012-07-20",15,3,5,21,2,11,8,11,29,13,0
"2012-07-23",18,7,9,22,7,15,3,16,38,25,0
"2012-07-24",26,12,13,30,10,18,13,16,37,31,0
"2012-07-25",9,5,5,11,6,8,2,13,18,18,1
"2012-07-26",24,14,14,28,9,24,9,19,42,21,1
"2012-07-27",14,11,6,20,7,13,5,13,25,20,1
"2012-07-30",16,11,8,18,9,11,4,17,31,28,0
"2012-07-31",11,14,5,15,10,9,5,17,25,26,0
"2012-08-01",12,11,3,14,5,12,5,10,22,20,0
"2012-08-02",11,10,7,16,10,13,6,23,24,29,0
"2012-08-03",14,16,4,15,15,11,6,24,26,35,1
"2012-08-06",25,20,8,28,8,15,7,19,42,32,1
"2012-08-07",18,13,6,24,11,11,5,19,29,26,1
"2012-08-08",12,10,5,16,10,8,6,18,23,19,1
"2012-08-09",12,12,7,21,10,9,4,15,30,31,0
"2012-08-10",12,16,6,17,10,5,5,22,25,28,1
"2012-08-13",10,8,6,10,4,6,2,15,16,19,0
"2012-08-14",18,9,6,19,8,13,3,18,28,22,1
"2012-08-15",13,11,7,13,5,11,6,9,22,17,0
"2012-08-16",17,5,5,24,1,8,4,8,25,12,1
"2012-08-17",11,9,4,13,5,6,6,18,30,17,1
"2012-08-20",24,17,10,22,8,14,7,12,33,19,0
"2012-08-21",15,8,7,20,6,12,3,9,29,23,0
"2012-08-22",13,10,6,20,4,12,7,18,33,31,0
"2012-08-23",18,12,5,21,7,7,7,18,29,22,0
"2012-08-24",17,14,9,19,7,13,4,17,34,21,1
"2012-08-27",14,11,6,22,6,19,5,21,34,21,0
"2012-08-28",12,14,6,20,7,10,6,14,25,26,0
"2012-08-29",13,12,5,17,10,18,6,22,26,30,1
"2012-08-30",21,7,12,21,6,16,11,15,33,16,0
"2012-08-31",18,9,5,19,8,12,5,10,27,22,1
"2012-09-04",14,8,5,17,7,9,5,12,26,23,0
"2012-09-05",9,6,7,14,5,8,3,14,27,18,1
"2012-09-06",12,8,10,20,5,14,5,16,28,24,1
"2012-09-07",10,7,5,19,2,11,8,13,28,21,1
"2012-09-10",18,14,8,27,10,19,7,14,40,27,0
"2012-09-11",10,9,3,16,4,9,5,15,27,19,1
"2012-09-12",16,9,5,20,5,8,7,8,25,18,1
"2012-09-13",9,4,2,8,1,4,1,13,11,23,1
"2012-09-14",8,4,1,6,4,3,2,11,16,9,1
"2012-09-17",15,8,5,17,6,11,5,8,25,16,0
"2012-09-18",10,18,7,10,17,11,10,23,18,36,1
"2012-09-19",12,10,10,17,7,9,4,13,21,22,1
"2012-09-20",17,19,6,20,9,13,6,16,31,18,1
"2012-09-21",9,14,2,13,10,6,4,15,20,19,0
"2012-09-24",15,9,6,16,6,8,3,19,25,23,0
"2012-09-25",12,7,2,10,4,7,2,13,22,21,0
"2012-09-26",19,8,10,15,5,9,3,14,25,20,0
"2012-09-27",16,10,10,15,10,13,5,23,34,25,1
"2012-09-28",10,10,4,8,4,6,5,13,16,24,0
"2012-10-01",16,12,5,24,7,19,5,15,37,20,1
"2012-10-02",13,16,8,16,9,8,4,20,25,29,0
"2012-10-03",18,7,8,20,3,8,4,12,26,14,1
"2012-10-04",10,7,4,13,4,8,4,11,20,17,1
"2012-10-05",17,8,7,20,10,9,6,12,28,24,1
"2012-10-08",14,11,4,15,5,13,8,13,24,15,0
"2012-10-09",18,8,6,20,6,12,8,19,21,22,0
"2012-10-10",18,14,5,20,6,16,9,11,29,20,0
"2012-10-11",12,9,5,19,8,14,3,16,24,16,0
"2012-10-12",15,12,5,17,13,13,9,18,23,21,1
"2012-10-15",16,13,7,19,9,15,9,22,35,25,1
"2012-10-16",15,11,3,18,6,11,5,14,29,20,1
"2012-10-17",15,13,7,20,8,18,7,16,34,30,1
"2012-10-18",16,12,7,20,6,15,8,16,28,22,0
"2012-10-19",15,6,5,13,3,8,6,13,19,14,0
"2012-10-22",20,11,7,22,4,17,6,12,29,24,1
"2012-10-23",18,8,8,20,3,14,8,17,31,16,0
"2012-10-24",10,15,5,17,10,9,4,13,23,19,0
"2012-10-25",19,11,7,26,7,17,4,19,31,22,1
"2012-10-26",26,13,10,32,8,22,6,18,45,31,1
"2012-10-31",14,15,6,14,8,14,7,18,21,26,0
"2012-11-01",19,10,7,25,5,17,9,14,34,21,1
"2012-11-02",13,8,8,15,9,12,5,8,28,15,0
"2012-11-05",14,10,7,20,6,10,5,18,30,18,1
"2012-11-06",16,14,7,18,10,5,6,16,23,31,1
"2012-11-07",10,10,4,12,7,7,7,25,22,29,0
"2012-11-08",13,15,13,15,10,12,7,18,32,24,0
"2012-11-09",17,11,7,17,8,10,6,17,28,25,1
"2012-11-12",19,18,11,20,17,14,11,19,32,35,0
"2012-11-13",19,12,9,21,8,13,8,15,32,29,0
"2012-11-14",14,9,6,18,6,9,5,13,21,19,0
"2012-11-15",10,6,9,19,3,15,4,5,29,9,0
"2012-11-16",19,11,10,20,4,12,4,18,31,29,1
"2012-11-19",17,13,14,26,3,21,4,13,37,27,1
"2012-11-20",23,15,12,28,5,18,6,17,35,18,0
"2012-11-21",21,9,9,32,6,18,6,9,35,17,1
"2012-11-23",12,4,6,19,3,8,5,11,24,12,1
"2012-11-26",20,21,10,23,16,17,11,22,43,30,0
"2012-11-27",23,15,11,28,8,17,7,17,40,22,0
"2012-11-28",13,15,7,20,7,11,5,18,29,22,1
"2012-11-29",19,16,7,24,7,13,6,20,34,24,1
"2012-11-30",13,7,6,15,6,9,5,17,24,25,1
"2012-12-03",15,8,2,16,8,10,9,22,20,30,0
"2012-12-04",15,12,4,18,7,11,4,18,22,21,0
"2012-12-05",14,13,4,24,8,9,6,14,26,21,1
"2012-12-06",16,11,7,20,11,13,8,11,32,23,1
"2012-12-07",15,7,4,21,6,13,6,13,28,19,1
"2012-12-10",20,8,11,21,4,18,3,16,33,22,1
"2012-12-11",15,12,4,23,8,10,5,18,24,19,1
"2012-12-12",6,4,1,6,4,3,2,11,14,11,0
"2012-12-13",19,18,10,26,10,18,5,17,37,21,0
"2012-12-14",15,8,7,20,2,10,3,10,28,12,0
"2012-12-17",16,11,5,22,8,15,11,13,26,16,1
"2012-12-18",15,9,6,16,5,10,3,8,26,14,1
"2012-12-19",20,15,9,25,8,17,6,12,32,28,0
"2012-12-20",15,13,7,22,6,13,3,12,29,21,1
"2012-12-21",13,15,5,18,10,13,1,17,24,23,0
"2012-12-24",14,9,4,18,3,8,5,10,25,19,0
"2012-12-26",19,13,5,19,12,12,5,19,33,30,0
"2012-12-27",11,11,10,17,4,10,5,13,28,18,0
"2012-12-28",19,16,10,26,11,14,10,22,28,30,0
"2012-12-31",19,12,3,24,11,14,8,23,32,27,1
"2013-01-02",23,7,8,26,5,11,7,12,28,23,1
"2013-01-03",12,7,10,14,4,10,1,10,23,15,0
"2013-01-04",20,11,11,25,4,17,5,17,39,16,1
"2013-01-07",12,5,5,18,7,10,1,14,27,23,0
"2013-01-08",10,7,3,7,6,6,4,7,16,18,0
"2013-01-09",13,13,10,17,8,15,3,14,26,17,1
"2013-01-10",17,18,12,31,10,18,11,18,37,24,1
"2013-01-11",11,13,6,22,5,14,9,12,24,25,1
"2013-01-14",21,8,10,23,1,17,5,11,34,16,1
"2013-01-15",19,14,10,21,6,12,5,17,33,27,1
"2013-01-16",11,9,6,12,8,9,4,13,18,18,0
"2013-01-17",15,4,2,18,4,8,2,11,18,14,1
"2013-01-18",14,12,7,15,8,6,3,12,22,19,1
"2013-01-22",16,10,6,16,7,10,5,14,29,27,1
"2013-01-23",11,17,6,21,7,13,3,12,24,21,1
"2013-01-24",24,16,8,33,6,16,6,15,39,22,1
"2013-01-25",12,10,4,14,11,5,4,14,19,28,1
"2013-01-28",12,7,5,21,4,15,6,12,29,21,0
"2013-01-29",9,11,6,17,10,7,3,13,22,19,1
"2013-01-30",21,14,14,28,13,19,5,22,37,27,0
"2013-01-31",17,7,8,20,4,8,2,16,22,19,0
"2013-02-01",13,9,6,23,6,15,10,15,26,15,1
"2013-02-04",10,14,8,12,6,6,4,14,20,24,0
"2013-02-05",19,5,6,22,4,14,5,8,27,18,1
"2013-02-06",11,8,2,12,8,7,4,13,21,14,1
"2013-02-07",10,9,4,17,6,8,6,13,20,24,0
"2013-02-08",20,8,9,25,7,18,9,8,32,14,1
"2013-02-11",14,6,7,23,7,10,4,16,25,21,0
"2013-02-12",14,11,6,26,7,17,12,17,32,23,1
"2013-02-13",14,12,7,23,9,20,6,23,30,18,0
"2013-02-14",11,5,5,18,3,5,4,11,23,18,0
"2013-02-15",14,11,9,21,7,11,7,17,28,20,1
"2013-02-19",10,10,5,11,7,10,4,18,20,16,1
"2013-02-20",14,12,12,20,5,18,5,10,30,21,0
"2013-02-21",22,15,10,24,6,17,7,15,36,27,0
"2013-02-22",18,11,7,17,6,11,5,13,27,18,1
"2013-02-25",12,19,5,16,8,9,4,17,29,26,0
"2013-02-26",19,9,7,23,10,10,5,23,24,28,1
"2013-02-27",23,11,18,28,6,18,5,12,39,15,1
"2013-02-28",10,6,4,15,3,6,5,9,19,9,0
"2013-03-01",9,5,7,11,5,6,3,12,23,16,1
"2013-03-04",3,4,5,10,6,2,4,10,12,17,1
"2013-03-05",16,12,11,15,11,17,6,23,29,23,1
"2013-03-06",12,8,7,14,6,7,4,10,23,18,1
"2013-03-07",16,11,6,20,6,12,3,14,27,19,1
"2013-03-08",11,11,3,12,8,6,2,21,14,26,1
"2013-03-11",12,9,8,25,8,12,5,16,29,20,1
"2013-03-12",18,10,6,20,9,15,3,17,32,26,1
"2013-03-13",16,17,7,17,7,7,5,12,27,19,1
"2013-03-14",9,8,6,16,5,9,1,15,21,24,1
"2013-03-15",15,13,12,25,7,14,7,19,30,25,0
"2013-03-18",14,7,5,22,7,15,6,11,27,17,0
"2013-03-19",14,13,8,24,8,14,5,20,26,26,1
"2013-03-20",15,8,9,19,4,15,6,17,22,22,1
"2013-03-21",17,17,6,18,12,9,8,23,24,38,0
"2013-03-22",9,7,1,10,5,5,0,13,12,15,1
"2013-03-25",14,11,5,21,7,9,5,14,28,21,0
"2013-03-26",14,13,7,17,6,10,5,14,23,17,1
"2013-03-27",12,12,8,19,6,8,6,18,23,21,0
"2013-03-28",10,9,6,15,7,12,4,10,27,20,1
"2013-04-01",13,7,4,15,2,10,2,10,21,19,0
"2013-04-02",15,15,7,16,7,11,7,16,24,21,1
"2013-04-03",12,13,5,25,8,9,6,15,21,22,0
"2013-04-04",10,11,1,17,6,6,6,20,24,19,1
"2013-04-05",10,9,3,11,9,9,3,14,17,22,0
"2013-04-08",7,8,2,11,3,7,2,10,22,17,1
"2013-04-09",15,12,8,22,3,12,6,9,22,10,1
"2013-04-10",8,10,3,17,3,7,4,14,13,17,1
"2013-04-11",9,13,5,21,8,8,6,19,21,29,1
"2013-04-12",12,14,8,15,10,9,4,15,23,15,0
"2013-04-15",15,8,6,11,6,13,4,16,25,27,0
"2013-04-16",9,15,6,18,6,12,5,14,23,14,1
"2013-04-17",18,8,6,20,5,10,8,9,31,12,0
"2013-04-18",18,12,7,31,6,13,1,15,35,24,0
"2013-04-19",17,20,8,23,16,17,12,24,27,32,1
"2013-04-22",12,6,7,18,6,10,4,17,21,20,1
"2013-04-23",12,9,4,11,8,6,5,16,18,23,1
"2013-04-24",14,15,11,23,7,13,5,16,31,25,0
"2013-04-25",17,7,5,16,4,11,1,10,27,16,1
"2013-04-26",23,12,10,28,8,17,9,18,37,28,1
"2013-04-29",14,7,7,19,8,11,4,16,31,26,1
"2013-04-30",9,6,1,13,5,6,3,10,15,15,1
"2013-05-01",12,10,11,17,8,13,7,18,27,21,0
"2013-05-02",19,10,9,21,6,17,6,19,27,24,1
"2013-05-03",14,17,8,24,9,14,7,18,31,25,1
"2013-05-06",19,20,8,22,15,16,4,27,31,35,0
"2013-05-07",18,5,5,23,5,20,6,12,36,17,1
"2013-05-08",5,7,4,6,6,5,6,11,15,18,1
"2013-05-09",18,12,3,23,8,10,6,17,28,20,0
"2013-05-10",15,10,5,18,7,13,3,17,29,23,1
"2013-05-13",13,10,13,19,4,13,4,7,28,18,0
"2013-05-14",9,10,7,11,12,11,9,14,19,25,1
"2013-05-15",14,13,8,20,6,13,5,15,25,22,1
"2013-05-16",14,13,5,20,11,10,2,21,27,21,0
"2013-05-17",16,10,9,27,5,17,6,13,31,21,1
"2013-05-20",9,7,4,9,4,6,3,16,17,21,0
"2013-05-21",9,11,6,18,11,13,5,24,19,26,1
"2013-05-22",15,8,9,15,6,13,7,16,27,20,0
"2013-05-23",23,9,9,23,6,12,4,18,29,25,0
"2013-05-24",15,17,5,23,12,11,9,16,27,27,1
"2013-05-28",17,14,13,30,7,19,3,14,32,31,1
"2013-05-29",21,13,7,20,3,17,5,16,29,21,0
"2013-05-30",19,14,12,29,13,19,10,17,31,28,1
"2013-05-31",12,13,11,21,6,12,4,18,27,30,0
"2013-06-03",18,11,5,19,5,16,6,14,30,21,1
"2013-06-04",16,5,6,16,3,7,5,12,21,18,0
"2013-06-05",13,8,6,16,4,5,5,9,17,15,0
"2013-06-06",12,14,4,18,11,7,7,18,25,24,1
"2013-06-07",10,6,2,14,5,7,6,14,21,16,1
"2013-06-10",11,9,6,15,4,11,5,12,25,15,0
"2013-06-11",9,7,2,19,4,11,5,15,18,20,0
"2013-06-12",17,8,4,16,5,11,4,12,27,22,0
"2013-06-13",12,12,5,20,3,9,4,13,20,22,1
"2013-06-14",14,14,4,16,9,9,2,20,25,24,0
"2013-06-17",10,8,5,14,4,7,1,19,22,21,1
"2013-06-18",7,10,4,12,5,9,1,15,17,22,1
"2013-06-19",13,16,4,23,5,18,5,16,36,14,0
"2013-06-20",18,7,9,22,3,16,3,14,31,21,0
"2013-06-21",8,8,4,11,6,8,5,12,17,17,1
"2013-06-24",12,12,7,23,8,10,5,11,25,15,0
"2013-06-25",14,11,6,17,5,11,6,17,28,23,1
"2013-06-26",6,19,2,8,9,12,8,14,18,22,1
"2013-06-27",10,10,6,19,7,16,2,15,30,25,1
"2013-06-28",9,20,6,21,9,6,8,20,21,29,0
"2013-07-01",11,10,6,12,7,8,5,21,15,28,1
"2013-07-02",14,11,6,20,6,14,3,18,30,30,0
"2013-07-03",11,11,6,16,8,11,3,14,27,15,1
"2013-07-05",8,10,1,13,7,5,6,14,15,21,1
"2013-07-08",6,5,5,11,5,8,6,13,16,17,1
"2013-07-09",12,12,9,17,8,11,6,14,30,21,1
"2013-07-10",17,9,8,24,5,14,8,19,32,18,0
"2013-07-11",13,10,13,15,5,10,1,15,29,23,1
"2013-07-12",8,17,4,15,11,7,7,15,23,23,1
"2013-07-15",11,10,6,19,8,11,6,17,22,25,1
"2013-07-16",8,5,9,20,4,12,3,13,26,21,0
"2013-07-17",9,8,6,19,7,10,4,19,26,17,1
"2013-07-18",22,10,10,22,5,17,5,13,38,18,1
"2013-07-19",10,10,2,18,5,9,5,11,24,18,0
"2013-07-22",12,12,9,23,11,12,5,19,30,29,1
"2013-07-23",9,11,10,24,7,14,7,14,32,20,1
"2013-07-24",13,14,8,25,9,10,3,16,25,27,0
"2013-07-25",13,8,11,20,7,16,10,21,29,25,1
"2013-07-26",18,14,6,20,6,9,2,21,28,20,1
"2013-07-29",14,11,7,19,7,13,7,19,28,26,0
"2013-07-30",13,16,5,20,8,14,6,18,35,27,0
"2013-07-31",27,9,10,28,6,24,7,20,37,29,0
"2013-08-01",16,15,8,16,9,14,10,21,34,26,1
"2013-08-02",19,16,10,28,8,14,6,30,37,25,1
"2013-08-05",8,7,1,12,4,5,4,11,18,22,0
"2013-08-06",9,13,6,19,7,11,5,21,18,22,0
"2013-08-07",14,13,5,21,8,11,5,8,25,23,0
"2013-08-08",15,5,7,14,5,16,2,12,21,20,1
"2013-08-09",16,13,9,30,4,16,6,26,40,28,0
"2013-08-12",17,13,8,24,11,14,8,24,26,29,0
"2013-08-13",9,13,1,16,9,10,7,21,27,23,1
"2013-08-14",13,6,6,25,4,13,6,10,23,19,0
"2013-08-15",8,12,11,18,5,7,4,15,25,20,0
"2013-08-16",11,11,7,14,4,9,5,18,25,20,0
"2013-08-19",15,11,10,27,7,13,11,19,30,23,0
"2013-08-20",14,15,9,25,7,15,8,14,31,26,0
"2013-08-21",11,8,4,22,5,12,2,17,33,21,0
"2013-08-22",19,11,10,26,5,15,3,16,32,23,1
"2013-08-23",19,10,8,29,8,17,8,22,28,27,1
"2013-08-26",15,14,7,25,7,12,3,25,33,37,0
"2013-08-27",7,8,2,10,2,4,4,13,13,17,0
"2013-08-28",9,8,2,9,3,5,3,14,12,22,1
"2013-08-29",20,13,9,26,8,12,7,16,35,26,1
"2013-08-30",10,10,2,15,4,14,5,15,27,18,0
"2013-09-03",13,13,5,16,8,5,4,16,18,24,1
"2013-09-04",14,11,2,15,7,13,3,16,30,26,1
"2013-09-05",13,11,7,19,10,9,5,19,21,30,1
"2013-09-06",9,6,4,14,5,4,2,11,19,16,0
"2013-09-09",15,14,4,22,9,8,5,22,28,21,1
"2013-09-10",14,11,8,20,7,11,5,16,22,18,1
"2013-09-11",19,14,12,19,12,13,7,20,32,28,1
"2013-09-12",6,7,3,6,5,3,1,13,12,21,0
"2013-09-13",13,15,6,20,8,13,3,19,21,23,1
"2013-09-16",8,8,3,10,9,4,4,16,11,25,1
"2013-09-17",11,8,8,20,6,8,11,14,28,24,1
"2013-09-18",9,10,5,15,7,9,5,14,18,26,1
"2013-09-19",16,9,8,22,8,15,8,18,31,23,0
"2013-09-20",11,10,8,16,4,13,7,11,23,13,0
"2013-09-23",13,12,6,20,5,16,2,13,26,18,0
"2013-09-24",17,6,4,19,4,8,2,12,25,19,0
"2013-09-25",16,17,7,24,9,17,5,17,30,28,0
"2013-09-26",17,10,11,23,6,12,8,18,31,22,1
"2013-09-27",14,15,9,19,11,16,10,15,28,23,0
"2013-09-30",16,10,5,19,6,9,6,12,26,19,0
"2013-10-01",13,7,7,19,4,11,3,12,23,13,1
"2013-10-02",11,14,6,23,12,13,4,20,25,21,0
"2013-10-03",8,10,4,20,5,11,3,7,22,17,0
"2013-10-04",19,20,7,25,9,15,7,20,33,26,1
"2013-10-07",11,14,7,22,17,12,10,25,30,27,0
"2013-10-08",10,13,1,16,7,11,3,16,21,26,0
"2013-10-09",14,11,10,29,8,16,9,15,30,30,1
"2013-10-10",12,6,2,15,4,14,4,16,20,18,1
"2013-10-11",16,15,3,19,11,9,5,19,23,27,1
"2013-10-14",10,18,7,16,11,9,7,20,21,32,1
"2013-10-15",12,13,4,14,9,11,6,24,18,27,0
"2013-10-16",11,14,2,13,6,8,9,20,15,26,1
"2013-10-17",16,12,14,28,10,20,5,14,30,26,0
"2013-10-18",19,10,7,26,5,12,4,14,30,16,1
"2013-10-21",8,6,4,17,5,11,4,12,27,16,0
"2013-10-22",12,19,7,21,9,14,11,16,28,22,1
"2013-10-23",16,16,7,20,6,5,6,17,28,20,0
"2013-10-24",17,9,8,22,8,15,2,22,31,23,1
"2013-10-25",7,10,2,13,11,10,3,13,26,20,1
"2013-10-28",10,8,6,12,5,7,5,15,23,13,0
"2013-10-29",14,8,8,17,4,10,2,15,26,16,1
"2013-10-30",6,7,3,14,9,9,4,17,20,23,0
"2013-10-31",13,7,6,13,4,8,7,18,28,20,0
"2013-11-01",13,10,5,22,7,8,2,22,21,18,1
"2013-11-04",9,6,3,16,4,6,4,16,21,24,1
"2013-11-05",14,9,7,25,6,11,6,11,28,17,0
"2013-11-06",11,12,5,20,7,13,5,11,22,19,1
"2013-11-07",14,9,11,26,4,15,4,18,33,19,0
"2013-11-08",12,10,6,16,8,7,10,21,22,23,1
"2013-11-11",10,13,7,13,9,8,4,23,23,28,1
"2013-11-12",10,8,6,18,5,10,2,13,30,21,0
"2013-11-13",19,11,6,17,6,10,2,18,26,27,1
"2013-11-14",14,6,11,24,5,12,5,16,28,16,1
"2013-11-15",17,12,7,21,10,11,9,21,31,28,1
"2013-11-18",15,10,10,20,5,13,4,12,30,17,1
"2013-11-19",14,14,11,22,9,16,7,20,30,28,0
"2013-11-20",11,8,6,17,9,11,3,22,24,34,0
"2013-11-21",11,6,5,18,7,10,8,18,25,24,1
"2013-11-22",18,14,11,22,6,16,10,15,38,22,1
"2013-11-25",17,17,6,24,11,15,8,15,32,23,1
"2013-11-26",15,12,8,27,9,19,6,20,36,33,1
"2013-11-27",22,10,10,27,10,20,9,19,35,27,1
"2013-11-29",22,12,10,26,8,14,8,14,30,22,0
"2013-12-02",13,11,6,16,8,12,8,14,25,28,0
"2013-12-03",17,15,12,24,2,9,3,11,26,16,0
"2013-12-04",9,5,8,16,6,14,8,20,22,27,0
"2013-12-05",15,8,9,20,8,9,2,20,26,18,0
"2013-12-06",12,5,7,18,7,10,2,18,22,20,1
"2013-12-09",10,6,7,13,2,5,4,10,21,18,1
"2013-12-10",11,9,7,15,3,9,3,15,21,22,0
"2013-12-11",8,18,9,16,6,11,6,15,22,21,0
"2013-12-12",17,14,9,19,10,11,6,22,31,25,0
"2013-12-13",20,11,7,26,5,16,4,16,33,18,1
"2013-12-16",15,16,8,19,6,9,7,15,25,15,1
"2013-12-17",19,16,5,22,11,13,8,20,33,36,0
"2013-12-18",13,11,11,23,4,13,3,24,30,26,1
"2013-12-19",9,19,9,14,12,8,8,25,14,32,1
"2013-12-20",15,9,6,18,8,9,6,12,24,17,1
"2013-12-23",19,10,9,25,6,18,8,15,33,26,1
"2013-12-24",11,10,9,20,5,10,4,12,33,19,1
"2013-12-26",6,8,6,18,7,9,5,11,20,15,1
"2013-12-27",9,6,6,21,4,9,5,13,26,17,0
"2013-12-30",16,12,9,24,6,16,7,15,28,19,1
"2013-12-31",12,7,10,16,4,11,1,15,21,16,1
"2014-01-02",18,11,8,24,10,11,4,19,24,22,0
"2014-01-03",16,13,6,27,4,14,5,12,30,15,1
"2014-01-06",10,4,7,18,1,12,5,12,22,13,0
"2014-01-07",9,9,8,15,5,9,4,12,18,21,1
"2014-01-08",13,15,7,25,10,13,7,20,28,28,0
"2014-01-09",15,7,5,20,7,12,7,20,25,20,0
"2014-01-10",13,10,8,24,4,16,5,16,33,26,0
"2014-01-13",14,13,9,19,8,12,7,20,26,28,0
"2014-01-14",9,15,3,16,8,9,5,22,17,21,1
"2014-01-15",10,9,5,16,4,10,5,11,23,17,1
"2014-01-16",11,12,6,17,11,10,2,19,22,22,0
"2014-01-17",10,11,6,16,4,11,3,12,24,17,1
"2014-01-21",18,8,11,22,3,14,4,17,30,25,0
"2014-01-22",8,12,6,16,12,11,5,19,23,24,0
"2014-01-23",15,8,11,15,5,9,4,15,27,17,0
"2014-01-24",12,13,9,20,11,10,4,14,23,30,0
"2014-01-27",15,8,11,24,7,16,7,11,28,23,0
"2014-01-28",9,12,7,15,11,8,5,25,21,32,1
"2014-01-29",7,13,6,15,10,10,5,21,27,21,0
"2014-01-30",16,9,8,17,4,10,5,14,27,19,1
"2014-01-31",16,11,5,16,8,8,6,9,35,21,0
"2014-02-03",18,7,5,22,4,12,6,15,36,19,0
"2014-02-04",14,13,11,19,13,15,4,18,27,35,1
"2014-02-05",18,14,8,21,11,12,3,20,31,28,0
"2014-02-06",16,12,13,19,9,14,5,22,28,21,1
"2014-02-07",15,14,8,18,6,9,6,17,26,23,1
